polygonID,UniqueID,GIS_Ac,year,jan_a,jan_b,feb_a,feb_b,mar_a,mar_b,apr_a,aug_b,sep_a,sep_b,oct_a,oct_b
2,co2287,171.065478294,2014,0,0,1,1,0,0,0,0,0,0,0,0
7,co2304,104.091277154,2014,0,0,1,1,0,0,0,0,0,0,0,0
8,co892,66.8740937386,2014,0,0,1,1,0,0,0,0,0,0,0,0
12,su911,95.2733872166,2014,0,0,1,1,0,0,0,0,0,0,0,0
19,su1395,149.711734102,2014,0,0,1,1,0,0,0,0,0,0,0,0
20,co4682,12.5724780129,2014,0,0,1,1,1,0,0,0,0,0,0,0
21,co4691,25.3438621658,2014,0,0,1,1,1,0,0,0,0,0,0,0
22,co1167,67.6061559348,2014,0,0,1,1,1,0,0,0,0,0,0,0
23,co4681,32.5466820474,2014,0,0,1,1,1,0,0,0,0,0,0,0
26,bu5724,26.177604569,2014,0,0,1,1,0,0,0,0,0,0,0,0
27,pl12,16.1715434246,2014,0,0,1,1,1,0,0,0,0,0,0,0
40,tnc2,23.708902743,2014,0,0,1,1,0,0,0,0,0,0,0,0
41,tnc3,79.2081940804,2014,0,0,1,1,0,0,0,0,0,0,0,0
44,co5302,102.858665673,2014,0,0,1,1,0,0,0,0,0,0,0,0
45,co6530,145.6143451,2014,0,0,1,1,1,0,0,0,0,0,0,0
80,co1802,101.293688649,2014,0,0,1,1,0,0,0,0,0,0,0,0
84,co686,188.994660487,2014,0,0,1,1,1,0,0,0,0,0,0,0
85,yo5460,225.220071732,2014,0,0,1,1,1,0,0,0,0,0,0,0
93,su934,132.155317295,2014,0,0,1,1,1,0,0,0,0,0,0,0
119,tnc9,82.9107993793,2014,0,0,1,1,0,0,0,0,0,0,0,0
120,su1945,154.751637577,2014,0,0,1,1,0,0,0,0,0,0,0,0
121,pl428,73.663952307,2014,0,0,1,1,1,0,0,0,0,0,0,0
122,pl219,21.4867572472,2014,0,0,1,1,1,0,0,0,0,0,0,0
161,tnc11,51.7662441391,2014,0,0,1,1,0,0,0,0,0,0,0,0
222,co470,64.6127636,2014,0,0,1,1,1,0,0,0,0,0,0,0
224,tnc15,73.5823994865,2014,0,0,1,1,1,1,0,0,0,0,0,0
225,co1933,150.718367023,2014,0,0,1,1,1,1,0,0,0,0,0,0
226,co1946,156.381339527,2014,0,0,1,1,1,1,0,0,0,0,0,0
227,co6325,125.104416345,2014,0,0,1,1,1,1,0,0,0,0,0,0
228,co2290,123.16339536,2014,0,0,1,1,0,0,0,0,0,0,0,0
257,tnc122,35.9784345121,2014,0,0,1,1,1,1,0,0,0,0,0,0
261,co1804,161.116477269,2014,0,0,1,1,0,0,0,0,0,0,0,0
269,co6281,371.839941472,2014,0,0,1,1,0,0,0,0,0,0,0,0
270,co6425,317.828465929,2014,0,0,1,1,0,0,0,0,0,0,0,0
271,co922,358.430712162,2014,0,0,1,1,0,0,0,0,0,0,0,0
281,co938,117.452013342,2014,0,0,1,1,1,0,0,0,0,0,0,0
286,co5811,346.263948717,2014,0,0,1,1,1,0,0,0,0,0,0,0
287,co5300,96.364069523,2014,0,0,1,1,0,0,0,0,0,0,0,0
288,co901,126.297495513,2014,0,0,1,1,1,0,0,0,0,0,0,0
289,co887,128.95512198,2014,0,0,1,1,1,0,0,0,0,0,0,0
290,co4412,73.1970754386,2014,0,0,1,1,0,0,0,0,0,0,0,0
291,tnc107,30.7757571974,2014,0,0,1,1,1,1,0,0,0,0,0,0
293,co3956,75.55784243,2014,0,0,1,1,0,0,0,0,0,0,0,0
294,co5075,62.2176793514,2014,0,0,1,1,0,0,0,0,0,0,0,0
295,su1396,148.432675652,2014,0,0,1,1,0,0,0,0,0,0,0,0
301,pl6,15.2739408264,2014,0,0,1,1,1,0,0,0,0,0,0,0
302,pl8,10.7915630004,2014,0,0,1,1,1,0,0,0,0,0,0,0
303,pl9,10.6090642396,2014,0,0,1,1,1,0,0,0,0,0,0,0
304,pl10,12.5206520657,2014,0,0,1,1,1,0,0,0,0,0,0,0
305,pl11,10.9609772401,2014,0,0,1,1,1,0,0,0,0,0,0,0
306,pl5,12.6173798411,2014,0,0,1,1,1,0,0,0,0,0,0,0
307,pl7,10.6459740756,2014,0,0,1,1,1,0,0,0,0,0,0,0
321,tnc17,24.6097341877,2014,0,0,1,1,0,0,0,0,0,0,0,0
322,tnc18,30.7351137732,2014,0,0,1,1,0,0,0,0,0,0,0,0
323,tnc19,30.1870176922,2014,0,0,1,1,0,0,0,0,0,0,0,0
324,tnc20,21.5552199833,2014,0,0,1,1,0,0,0,0,0,0,0,0
325,tnc21,2.99733869341,2014,0,0,1,1,0,0,0,0,0,0,0,0
370,co1798,120.088478674,2014,0,0,1,1,0,0,0,0,0,0,0,0
371,co1799,115.582690134,2014,0,0,1,1,0,0,0,0,0,0,0,0
372,co1800,117.600485168,2014,0,0,1,1,0,0,0,0,0,0,0,0
373,co1801,115.29671196,2014,0,0,1,1,0,0,0,0,0,0,0,0
374,co1803,80.3287912443,2014,0,0,1,1,0,0,0,0,0,0,0,0
390,tnc31,36.4265679745,2014,0,0,1,1,0,0,0,0,0,0,0,0
428,tnc32,31.7201570415,2014,0,0,1,1,0,0,0,0,0,0,0,0
429,tnc33,4.70455113374,2014,0,0,1,1,0,0,0,0,0,0,0,0
434,tnc38,20.2722102366,2014,0,0,1,1,0,0,0,0,0,0,0,0
435,tnc39,20.5078650976,2014,0,0,1,1,0,0,0,0,0,0,0,0
436,tnc40,10.0132768634,2014,0,0,1,1,0,0,0,0,0,0,0,0
483,tnc123,4.40514861676,2014,0,0,1,1,1,0,0,0,0,0,0,0
484,tnc124,22.1909514673,2014,0,0,1,1,1,0,0,0,0,0,0,0
485,tnc125,7.78189140741,2014,0,0,1,1,1,1,0,0,0,0,0,0
503,su1912,118.301604941,2014,0,0,1,1,1,0,0,0,0,0,0,0
504,su1909,132.287113559,2014,0,0,1,1,1,0,0,0,0,0,0,0
530,yo5459,149.966445523,2014,0,0,1,1,1,0,0,0,0,0,0,0
542,pl217,19.995361584,2014,0,0,1,1,1,0,0,0,0,0,0,0
543,pl218,13.8808519223,2014,0,0,1,1,1,0,0,0,0,0,0,0
544,pl429,30.2524686047,2014,0,0,1,1,1,0,0,0,0,0,0,0
545,pl27,40.3147753771,2014,0,0,1,1,1,0,0,0,0,0,0,0
551,co6218,99.143670593,2014,0,0,1,1,1,0,0,0,0,0,0,0
552,co469,48.9197458215,2014,0,0,1,1,1,0,0,0,0,0,0,0
553,co2263,107.531417742,2014,0,0,1,1,1,1,0,0,0,0,0,0
554,co2265,25.3733417549,2014,0,0,1,1,1,1,0,0,0,0,0,0
555,co2264,121.901196995,2014,0,0,1,1,1,1,0,0,0,0,0,0
556,co2266,112.553478395,2014,0,0,1,1,1,1,0,0,0,0,0,0
557,co1943,152.464619588,2014,0,0,1,1,1,1,0,0,0,0,0,0
558,co1944,71.8483304051,2014,0,0,1,1,1,1,0,0,0,0,0,0
559,co1945,73.1619368819,2014,0,0,1,1,1,1,0,0,0,0,0,0
560,co1947,153.165360121,2014,0,0,1,1,1,1,0,0,0,0,0,0
561,bu5723,21.2695565112,2014,0,0,1,1,0,0,0,0,0,0,0,0
562,bu3210,17.3945969103,2014,0,0,1,1,0,0,0,0,0,0,0,0
563,bu5722,24.3119734162,2014,0,0,1,1,0,0,0,0,0,0,0,0
573,co2303,142.789989658,2014,0,0,1,1,0,0,0,0,0,0,0,0
574,co2305,78.4857289157,2014,0,0,1,1,0,0,0,0,0,0,0,0
642,su1911,80.7043947949,2014,0,0,1,1,1,0,0,0,0,0,0,0
643,su1910,123.600553627,2014,0,0,1,1,1,0,0,0,0,0,0,0
644,su1908,132.0314677,2014,0,0,1,1,1,0,0,0,0,0,0,0
675,co894,42.2510471547,2014,0,0,1,1,0,0,0,0,0,0,0,0
758,tnc146,146.222317326,2014,0,0,1,1,0,0,0,0,0,0,0,0
759,tnc147,149.300940668,2014,0,0,1,1,0,0,0,0,0,0,0,0
760,yo5578,131.4981242,2014,0,0,1,1,0,0,0,0,0,0,0,0
761,tnc144,155.140713859,2014,0,0,1,1,0,0,0,0,0,0,0,0
762,tnc145,150.258197942,2014,0,0,1,1,0,0,0,0,0,0,0,0
763,yo5577,66.860273864,2014,0,0,1,1,0,0,0,0,0,0,0,0
806,co1165,18.6982674412,2014,0,0,1,1,1,0,0,0,0,0,0,0
819,co4667,20.7699279735,2014,0,0,1,1,1,0,0,0,0,0,0,0
820,co4668,21.9441741043,2014,0,0,1,1,1,0,0,0,0,0,0,0
821,co4669,22.0667204167,2014,0,0,1,1,1,0,0,0,0,0,0,0
822,co4672,23.4684173958,2014,0,0,1,1,1,0,0,0,0,0,0,0
823,co4670,24.8441573582,2014,0,0,1,1,1,0,0,0,0,0,0,0
824,co4671,24.7078762245,2014,0,0,1,1,1,0,0,0,0,0,0,0
825,co4673,20.2557702893,2014,0,0,1,1,1,0,0,0,0,0,0,0
826,co4680,33.2527471178,2014,0,0,1,1,1,0,0,0,0,0,0,0
827,co4674,15.9438647599,2014,0,0,1,1,1,0,0,0,0,0,0,0
828,co4687,141.083333641,2014,0,0,1,1,1,0,0,0,0,0,0,0
829,co4693,23.0202864733,2014,0,0,1,1,1,0,0,0,0,0,0,0
830,co4692,24.1181907296,2014,0,0,1,1,1,0,0,0,0,0,0,0
831,co4689,24.8724484211,2014,0,0,1,1,1,0,0,0,0,0,0,0
832,co4690,23.6662662249,2014,0,0,1,1,1,0,0,0,0,0,0,0
833,co4694,25.2130933665,2014,0,0,1,1,1,0,0,0,0,0,0,0
10,su637,58.7949076155,2014,0,0,0,0,0,0,0,0,0,1,0,0
61,su3305,130.318032903,2014,0,0,0,0,0,0,0,0,1,0,0,0
62,su4020,68.3120452878,2014,0,0,0,0,0,0,0,0,1,0,0,0
63,su3300,140.715162623,2014,0,0,0,0,0,0,0,0,1,0,0,0
64,su3298,144.827516057,2014,0,0,0,0,0,0,0,0,0,1,0,0
67,su3291,63.9393709341,2014,0,0,0,0,0,0,0,0,0,0,1,0
78,tnc137,96.1429015338,2014,0,0,0,0,0,0,0,0,1,0,0,0
86,su3428,159.151838341,2014,0,0,0,0,0,0,0,0,0,1,0,0
87,su3429,140.346714123,2014,0,0,0,0,0,0,0,0,0,1,0,0
88,su4504,52.4281515935,2014,0,0,0,0,0,0,0,0,0,0,1,0
89,su3427,162.836986175,2014,0,0,0,0,0,0,0,0,0,1,0,0
90,su3419,109.95213978,2014,0,0,0,0,0,0,0,0,0,0,1,0
91,su3267,314.283737345,2014,0,0,0,0,0,0,0,0,0,1,0,0
92,su3422,103.620250519,2014,0,0,0,0,0,0,0,0,0,1,0,0
108,co5348,29.9774772356,2014,0,0,0,0,0,0,0,0,0,0,0,1
109,co2478,59.4512290926,2014,0,0,0,0,0,0,0,0,0,0,1,0
112,co184,92.2447897402,2014,0,0,0,0,0,0,0,0,0,0,1,0
113,co185,51.5580889985,2014,0,0,0,0,0,0,0,0,0,0,0,1
118,su1925,146.383443203,2014,0,0,0,0,0,0,0,0,1,0,0,0
134,yu2009,47.6234479753,2014,0,0,0,0,0,0,0,0,0,0,0,1
135,yu2803,97.949290636,2014,0,0,0,0,0,0,0,0,0,0,0,1
137,yu2804,105.656518356,2014,0,0,0,0,0,0,0,0,0,0,0,1
139,yu2008,53.6441363563,2014,0,0,0,0,0,0,0,0,0,0,0,1
142,yu2794,35.5566494097,2014,0,0,0,0,0,0,0,0,0,0,0,1
143,yu2474,51.8320889889,2014,0,0,0,0,0,0,0,0,0,0,0,1
144,yu2004,54.8771526798,2014,0,0,0,0,0,0,0,0,0,0,0,1
145,yu2007,43.2466548077,2014,0,0,0,0,0,0,0,0,0,0,0,1
147,yu2467,42.4571704501,2014,0,0,0,0,0,0,0,0,0,0,0,1
148,yu2001,40.4595689081,2014,0,0,0,0,0,0,0,0,0,0,0,1
149,yu2472,51.9801878859,2014,0,0,0,0,0,0,0,0,0,0,0,0
150,yu2465,37.5906493124,2014,0,0,0,0,0,0,0,0,0,0,0,0
151,yu2792,120.494064303,2014,0,0,0,0,0,0,0,0,0,0,0,1
152,yu2469,75.1428047258,2014,0,0,0,0,0,0,0,0,0,0,0,0
153,yu2464,70.7327629713,2014,0,0,0,0,0,0,0,0,0,0,1,0
154,yu894,21.0832391668,2014,0,0,0,0,0,0,0,0,0,0,1,0
155,yu2416,27.2919581969,2014,0,0,0,0,0,0,0,0,0,0,0,0
156,yu2424,83.2037879748,2014,0,0,0,0,0,0,0,0,0,0,0,1
157,yu2420,24.2151626877,2014,0,0,0,0,0,0,0,0,0,0,0,1
158,yu2413,34.4083009237,2014,0,0,0,0,0,0,0,0,0,0,0,1
159,yu2410,23.5303845391,2014,0,0,0,0,0,0,0,0,0,0,0,1
162,yu2418,45.1008742092,2014,0,0,0,0,0,0,0,0,0,0,0,1
164,yu1670,108.402656719,2014,0,0,0,0,0,0,0,0,0,0,0,0
168,yu1668,90.472257735,2014,0,0,0,0,0,0,0,0,0,0,0,0
169,yu1669,106.568066734,2014,0,0,0,0,0,0,0,0,0,0,0,0
183,su2574,33.4181611403,2014,0,0,0,0,0,0,0,0,0,0,1,0
223,su4268,35.2481800572,2014,0,0,0,0,0,0,0,0,0,0,0,1
258,tnc120,26.5536391095,2014,0,0,0,0,0,0,0,0,0,1,0,0
259,tnc121,23.6681971943,2014,0,0,0,0,0,0,0,0,0,1,0,0
260,su2388,33.4997160081,2014,0,0,0,0,0,0,0,0,0,1,0,0
261,co1804,161.116477269,2014,0,0,0,0,0,0,0,0,0,0,0,1
282,su954,65.4150147512,2014,0,0,0,0,0,0,0,0,0,0,0,0
283,su953,166.633482153,2014,0,0,0,0,0,0,0,0,0,0,0,1
284,su946,124.861290085,2014,0,0,0,0,0,0,0,0,0,0,0,1
300,su3426,151.409954263,2014,0,0,0,0,0,0,0,0,0,1,0,0
326,yu2463,18.6563266463,2014,0,0,0,0,0,0,0,0,0,0,0,0
327,yu2466,35.730359712,2014,0,0,0,0,0,0,0,0,0,0,0,1
330,yu2473,36.0432717928,2014,0,0,0,0,0,0,0,0,0,0,0,0
331,yu2006,39.6772414246,2014,0,0,0,0,0,0,0,0,0,0,0,1
332,yu2005,45.7379456399,2014,0,0,0,0,0,0,0,0,0,0,0,1
333,yu2010,50.3439933357,2014,0,0,0,0,0,0,0,0,0,0,0,1
340,co186,17.9401350764,2014,0,0,0,0,0,0,0,0,0,0,0,1
388,tnc29,20.9642100566,2014,0,0,0,0,0,0,0,0,0,0,0,1
