group,time,watertype,wetlands,rice,corn,other,incentives,br_fall,br_spring,whep_fall,whep_vardd
2014-15,290,open,12365.517165854233,23926.55166020556,7957.285883051326,24271.35680822511,0,0,0,0,0
2014-15,291,open,11990.723957537406,25247.999353444957,8056.765381006261,24332.41652855518,0,0,0,0,0
2014-15,292,open,11626.595152729482,26661.820140255677,8153.531341768169,24393.62520865384,0,0,0,0,0
2014-15,293,open,11272.964510789723,28171.65577303019,8247.143113953787,24454.983188504502,0,0,0,0,0
2014-15,294,open,10929.65366894064,29780.962673950085,8337.169130564867,24516.490808748254,0,0,0,0,0
2014-15,295,open,10596.46213543958,31493.04322408432,8423.247478190216,24578.14841068493,0,0,0,0,0
2014-15,296,open,10273.1813159735,33310.88803746894,8505.032315271192,24639.95633627363,0,0,0,0,0
2014-15,297,open,9959.596002565875,35237.10378280308,8582.19538076388,24701.914928133356,0,0,0,0,0
2014-15,298,open,9655.472398674969,37274.014581590476,8654.50423092235,24764.0245295437,0,0,0,0,0
2014-15,299,open,9360.558332768353,39423.674823974885,8721.843234938671,24826.285484445507,0,0,0,0,0
2014-15,300,open,9074.58980748551,41687.7968319634,8784.196393710026,24888.698137441428,0,0,0,0,0
2014-15,301,open,8797.302214331692,44067.559192930465,8841.592853027349,24951.26283379671,0,0,0,0,0
2014-15,302,open,8528.426842961035,46563.660457399055,8894.138205133515,25013.979919439746,0,0,0,0,0
2014-15,303,open,8267.699324237308,49176.10696383173,8941.966367790741,25076.849740962825,0,0,0,0,0
2014-15,304,open,8014.860671297854,51904.148398459234,8985.234955980553,25139.87264562265,0,0,0,0,0
2014-15,305,open,7769.652798704525,54746.4084164835,9024.161714120455,25203.048981340984,0,0,0,0,0
2014-15,306,open,7531.8229524548815,57700.73892730104,9058.996163033455,25266.379096705314,0,0,0,0,0
2014-15,307,open,7301.12170739777,60764.3781053812,9090.040306615481,25329.86334096952,0,0,0,0,0
2014-15,308,open,7077.304299455303,63933.95786787972,9117.64231740644,25393.502064054388,0,0,0,0,0
2014-15,309,open,6860.1340920023395,67205.26534834903,9142.165523297512,25457.295616548414,0,0,0,0,0
2014-15,310,open,6649.383297792069,70573.23078093189,9163.980894452698,25521.244349708144,0,0,0,0,0
2014-15,311,open,6444.833122061411,74032.1143800054,9183.468124264527,25585.348615459185,0,0,0,0,0
2014-15,312,open,6246.273127129231,77575.37062257704,9201.012503930819,25649.60876639644,0,0,0,0,0
2014-15,313,open,6053.501838908591,81195.6740723888,9216.997038905214,25714.025155784853,0,0,0,0,0
2014-15,314,open,5866.3303895385325,84885.16866223406,9231.773906391105,25778.59813756009,0,0,0,0,0
2014-15,315,open,5684.583908354354,88635.578124636,9245.645032067208,25843.328066329104,0,0,0,0,0
2014-15,316,open,5508.10028102688,92438.23040853169,9258.86026428496,25908.215297370636,0,0,0,0,0
2014-15,317,open,5336.725694283124,96284.00384662636,9271.643224041443,25973.260186636042,0,0,0,0,0
2014-15,318,open,5170.318376627904,100163.47494517977,9284.153139486396,26038.463090749567,0,0,0,0,0
2014-15,319,open,5008.741915860668,104066.91127705753,9296.533636191072,26103.82436700914,0,0,0,0,0
2015-16,1,open,1874.0281397087742,0,0,0,0.30351470022864774,0,0,0.30351470022864774,0
2015-16,2,open,1886.3528615301404,0,0,0,0.6070294004572955,0,0,0.6070294004572955,0
2015-16,3,open,1898.7593809233078,0,0,0,0.9105441006859432,0,0,0.9105441006859432,0
2015-16,4,open,1911.2625832635674,0,0,0,1.214058800914591,0,0,1.214058800914591,0
2015-16,5,open,1923.8806144376692,0,0,0,1.5175735011432387,0,0,1.5175735011432387,0
2015-16,6,open,1936.6342668646375,0,0,0,1.8210882013718863,0,0,1.8210882013718863,0
2015-16,7,open,1949.553683314209,0,0,0,2.124602901600534,0,0,2.124602901600534,0
2015-16,8,open,1962.6719946692874,0,0,0,2.428117601829182,0,0,2.428117601829182,0
2015-16,9,open,1976.0247283995561,0,0,0,2.7316323020578297,0,0,2.7316323020578297,0
2015-16,10,open,1989.6558955206765,0,0,0,3.0351470022864775,0,0,3.0351470022864775,0
2015-16,11,open,2003.6176185240013,0,0,0,3.3386617025151253,0,0,3.3386617025151253,0
2015-16,12,open,2017.9647999164993,0,0,0,3.6421764027437726,0,0,3.6421764027437726,0
2015-16,13,open,2032.754609382043,0,0,0,3.9456911029724204,0,0,3.9456911029724204,0
2015-16,14,open,2048.04877435702,0,0,0,4.249205803201068,0,0,4.249205803201068,0
2015-16,15,open,2063.9116305730513,0,0,0,4.5527205034297165,0,0,4.5527205034297165,0
2015-16,16,open,2080.4096956979315,0,0,0,4.856235203658364,0,0,4.856235203658364,0
2015-16,17,open,2097.6122402306114,0,0,0,5.159749903887011,0,0,5.159749903887011,0
2015-16,18,open,2115.5910961349973,0,0,0,5.463264604115659,0,0,5.463264604115659,0
2015-16,19,open,2134.420335056334,0,0,0,5.766779304344307,0,0,5.766779304344307,0
2015-16,20,open,2154.1752609570626,0,0,0,6.070294004572955,0,0,6.070294004572955,0
2015-16,21,open,2174.933832782028,0,0,0,6.373808704801602,0,0,6.373808704801602,0
2015-16,22,open,2196.776457135954,0,0,0,6.677323405030251,0,0,6.677323405030251,0
2015-16,23,open,2219.7835697108976,0,0,0,6.980838105258898,0,0,6.980838105258898,0
2015-16,24,open,2244.0384850555292,0,0,0,7.284352805487545,0,0,7.284352805487545,0
2015-16,25,open,2269.62730603815,0,0,0,7.5878675057161935,0,0,7.5878675057161935,0
2015-16,26,open,2296.633872511773,0,0,0,7.891382205944841,0,0,7.891382205944841,0
2015-16,27,open,2325.1394340472366,0,0,0,8.194896906173488,0,0,8.194896906173488,0
2015-16,28,open,2355.228279244021,0,0,0,8.498411606402136,0,0,8.498411606402136,0
2015-16,29,open,2386.98775493056,0,0,0,8.801926306630785,0,0,8.801926306630785,0
2015-16,30,open,2420.5033068629723,0,0,0,8.801926306630785,0,0,8.801926306630785,0
2015-16,31,open,2455.8636856847565,0,0,0,8.801926306630785,0,0,8.801926306630785,0
2015-16,32,open,2493.1610533408266,0,0,0,8.801926306630785,0,0,8.801926306630785,0
2015-16,33,open,2532.4853393432536,0,0,0,8.801926306630785,0,0,8.801926306630785,0
2015-16,34,open,2573.930006739609,0,0,0,8.801926306630783,0,0,8.801926306630783,0
2015-16,35,open,2617.5922315386442,0,0,0,8.801926306630785,0,0,8.801926306630785,0
2015-16,36,open,2663.566843795331,0,0,0,8.801926306630785,0,0,8.801926306630785,0
2015-16,37,open,2711.952356939737,0,0,0,8.801926306630785,0,0,8.801926306630785,0
2015-16,38,open,2762.8512050976833,0,0,0,8.801926306630783,0,0,8.801926306630783,0
2015-16,39,open,2816.363558695313,0,0,0,8.801926306630785,0,0,8.801926306630785,0
2015-16,40,open,2872.5933127881685,0,0,0,8.801926306630785,0,0,8.801926306630785,0
2015-16,41,open,2931.6483673712723,0,0,0,8.801926306630783,0,0,8.801926306630783,0
2015-16,42,open,2993.632690936464,0,0,0,8.801926306630785,0,0,8.801926306630785,0
2015-16,43,open,3058.645835788015,0,0,0,8.801926306630785,0,0,8.801926306630785,0
2015-16,44,open,3126.7902322159616,0,0,0,8.801926306630785,0,0,8.801926306630785,0
2015-16,45,open,3198.171424894598,0,0,0,8.801926306630783,0,0,8.801926306630783,0
2015-16,46,open,3272.892730997895,0,0,0,332.0463257679934,323.2443994613626,0,8.801926306630785,0
2015-16,47,open,3351.0598634138587,0,0,0,332.0463257679934,323.2443994613626,0,8.801926306630785,0
2015-16,48,open,3432.78116519999,0,0,0,332.0463257679934,323.2443994613626,0,8.801926306630783,0
2015-16,49,open,3518.163186515722,0,0,0,332.0463257679934,323.2443994613626,0,8.801926306630783,0
2015-16,50,open,3607.314275288818,0,0,0,332.0463257679934,323.2443994613626,0,8.801926306630785,0
2015-16,51,open,3700.344799192684,0,0,0,332.0463257679934,323.2443994613626,0,8.801926306630785,0
2015-16,52,open,3797.3639418833063,0,0,0,332.0463257679934,323.2443994613626,0,8.801926306630783,0
2015-16,53,open,3898.4820249500362,0,0,0,332.0463257679934,323.2443994613626,0,8.801926306630785,0
2015-16,54,open,4003.810708991615,0,0,0,332.0463257679934,323.2443994613626,0,8.801926306630783,0
2015-16,55,open,4113.461268608978,0,0,0,332.0463257679934,323.2443994613626,0,8.801926306630786,0
2015-16,56,open,4227.545462747241,0,0,0,332.0463257679934,323.2443994613626,0,8.801926306630785,0
2015-16,57,open,4346.175706913435,0,0,0,332.0463257679934,323.2443994613626,0,8.801926306630783,0
2015-16,58,open,4469.465313503898,0,0,0,332.0463257679934,323.2443994613626,0,8.801926306630785,0
2015-16,59,open,4597.528749262335,0,0,0,332.0463257679934,323.2443994613626,0,8.801926306630783,0
2015-16,60,open,4730.480999975266,0,0,0,332.0463257679934,323.2443994613626,0,8.801926306630786,0
2015-16,61,open,4868.439880193846,0,0,0,332.0463257679934,323.2443994613626,0,8.801926306630785,0
2015-16,62,open,5011.526569450728,0,0,0,332.0463257679934,323.2443994613626,0,8.801926306630783,0
2015-16,63,open,5159.862223442774,1123.3839985943232,1972.4820557457144,13664.81154495667,535.0978440679064,526.2959177612756,0,8.801926306630786,0
2015-16,64,open,5313.568079539415,1178.2355369483817,2028.6841064443374,13699.6417828062,535.0978440679064,526.2959177612756,0,8.801926306630785,0
2015-16,65,open,5472.769478918866,1238.5674585384904,2086.44883869048,13734.55930631211,534.7943293676777,526.2959177612756,0,8.498411606402136,0
2015-16,66,open,5637.591677125316,1304.8601244913789,2145.7290817437165,13769.5643265946,534.4908146674492,526.2959177612756,0,8.194896906173488,0
2015-16,67,open,5808.159874375255,1377.645450398084,2206.470592634365,13804.657055245243,534.1872999672205,526.2959177612756,0,7.891382205944842,0
2015-16,68,open,5984.604698131547,1457.506402430831,2268.617214245001,13839.837704328365,533.8837852669918,526.2959177612756,0,7.5878675057161935,0
2015-16,69,open,6167.056798366042,1545.0859597049325,2332.1056895213896,13875.106486381652,533.5802705667631,526.2959177612756,0,7.284352805487545,0
2015-16,70,open,6355.646770975776,1641.0925116179835,2396.865781030887,13910.46361441739,533.2767558665346,526.2959177612756,0,6.980838105258899,0
2015-16,71,open,6550.511709944943,1746.3000648660627,2462.8271569298377,13945.909301922527,532.9732411663059,526.2959177612756,0,6.677323405030251,0
2015-16,72,open,6751.788935897251,1861.5581457674045,2529.9129954700493,13981.443762860366,532.6697264660772,526.2959177612756,0,6.373808704801602,0
2015-16,73,open,6959.615768875667,1987.7980694554637,2598.04019110241,14017.067211670965,532.3662117658486,526.2959177612756,0,6.070294004572954,0
2015-16,74,open,7174.138944921295,2126.0320436686875,2667.1305724008084,14052.779863272282,208.81829760425728,203.05151829991297,0,5.766779304344308,0
2015-16,75,open,7395.515542434522,2277.35754998078,2737.11256489301,14088.58193306046,208.51478290402864,203.05151829991297,0,5.463264604115659,0
2015-16,76,open,7623.906424374187,2442.9672426077186,2807.9139831126568,14124.473636911542,208.2112682038,203.05151829991297,0,5.159749903887011,0
2015-16,77,open,7859.483133733686,2624.1491486303767,2879.4719851602686,14160.45519118148,602.2276894824467,597.3714542787884,0,4.856235203658365,0
2015-16,78,open,8102.4285938133,2822.290111670474,2951.734853751041,14196.526812707638,601.924174782218,597.3714542787883,0,4.5527205034297165,0
2015-16,79,open,8352.928829800463,3038.885690049582,3024.6508501622316,14232.68871880927,601.6206600819894,597.3714542787883,0,4.249205803201068,0
2015-16,80,open,8611.170549680612,3275.544484124857,3098.1684665242574,14268.941127288539,601.3171453817607,597.3714542787883,0,3.94569110297242,0
2015-16,81,open,8877.340781964023,3533.986450304294,3172.2466377271685,14305.284256431252,601.013630681532,597.3714542787883,0,3.6421764027437735,0
2015-16,82,open,9151.626483662763,3816.0481654596992,3246.846189532848,14341.718325007856,600.7101159813034,597.3714542787883,0,3.3386617025151253,0
2015-16,83,open,9434.215196097372,4123.683851373928,3321.929958241809,14378.24355227435,600.4066012810748,597.3714542787883,0,3.035147002286479,0
2015-16,84,open,9725.298052829956,4458.960611974824,3397.472793870831,14414.860157972797,600.1030865808461,597.3714542787883,0,2.731632302057829,0
2015-16,85,open,10025.066469092135,4824.057642945974,3473.453170438659,14451.568362332799,599.7995718806175,597.3714542787883,0,2.4281176018291823,0
2015-16,86,open,10333.710750029644,5221.2612816253595,3549.8531340189757,14488.36838607151,599.4960571803888,597.3714542787883,0,2.124602901600536,0
2015-16,87,open,10651.41995043198,5652.9551702099225,3626.6674988263667,14525.260450395293,599.1925424801602,597.3714542787883,0,1.8210882013718859,0
2015-16,88,open,10978.38100531825,6121.6096643600695,3703.8961013764447,14562.244777000218,598.8890277799316,597.3714542787883,0,1.5175735011432394,0
2015-16,89,open,11314.778027917062,6629.767731264191,3781.543561346655,14599.321588072893,598.5855130797029,597.3714542787883,0,1.2140588009145894,0
2015-16,90,open,11660.790179016909,7180.029202065919,3859.6293826865135,14636.491106291456,598.2819983794743,597.3714542787884,0,0.9105441006859429,0
2015-16,91,open,12016.586191066437,7775.03022135801,3938.1885243145784,14673.753554826413,394.92696537933267,394.3199359788754,0,0.6070294004572965,0
2015-16,92,open,12382.325230193874,8417.415150686382,4017.2647846420577,14711.109157341216,394.62345067910405,394.3199359788754,0,0.30351470022864646,0
2015-16,93,open,12758.146926197307,9109.814282283212,4096.916230640931,14748.558137993754,1391.9278410658626,1391.9278410658626,0,0,0
2015-16,94,open,13144.167765163607,9854.813017254672,4177.215359623401,14786.100721436604,1391.9278410658628,1391.9278410658628,0,0,0
2015-16,95,open,13540.49025567495,10654.902736190137,4258.242927875637,14823.73713281811,1391.9278410658628,1391.9278410658628,0,0,0
2015-16,96,open,13947.200436825455,11512.43780280638,4340.08739362521,14861.467597783392,1391.9278410658628,1391.9278410658628,0,0,0
2015-16,97,open,14364.353138204018,12429.604924015133,4422.847859455954,14899.292342475064,1391.9278410658628,1391.9278410658628,0,0,0
2015-16,98,open,14791.982675263207,13408.357741146336,4506.631807018337,14937.21159353393,1391.9278410658628,1391.9278410658628,0,0,0
2015-16,99,open,15230.100332298995,14450.363829817059,4591.554496353955,14975.225578100375,1391.9278410658628,1391.9278410658628,0,0,0
2015-16,100,open,15678.675309268048,15556.977308148491,4677.739368920156,15013.334523814541,1391.9278410658628,1391.9278410658628,0,0,0
2015-16,101,open,16137.649227377062,16729.159179023347,4765.318138729269,15051.538658817817,1391.9278410658628,1391.9278410658628,0,0,0
2015-16,102,open,16606.933870050536,17967.422455056214,4854.430213975321,15089.838211753255,1391.9278410658628,1391.9278410658628,0,0,0
2015-16,103,open,17086.388661525354,19271.821074814532,4945.220487255607,15128.233411766563,1391.9278410658628,1391.9278410658628,0,0,0
2015-16,104,open,17575.838653171395,20641.864383472177,5037.841887575852,15166.724488507276,1391.9278410658626,1391.9278410658626,0,0,0
2015-16,105,open,18075.07288801247,22076.472868053243,5132.454883272892,15205.311672129083,997.6079050869873,997.6079050869873,0,0,0
2015-16,106,open,18583.811940684558,23574.021753463414,5229.220812834204,15243.995193291239,997.6079050869873,997.6079050869873,0,0,0
2015-16,107,open,19101.70401115851,25132.335423241715,5328.300834324164,15282.775283158808,1903.020449536958,1903.020449536958,0,0,0
2015-16,108,open,19628.345879518987,26748.62031856206,5429.860791561355,15321.652173404249,1903.0204495369578,1903.0204495369578,0,0,0
2015-16,109,open,20163.257776634273,28419.545867676323,5534.063258929916,15360.626096207672,1903.0204495369578,1903.0204495369578,0,0,0
2015-16,110,open,20705.881112905114,30141.27496521273,5641.066301579557,15399.69728425806,1903.0204495369578,1903.0204495369578,0,0,0
2015-16,111,open,21255.60919637946,31909.378105771368,5751.033518809049,15438.865970754034,1903.0204495369578,1903.0204495369578,0,0,0
2015-16,112,open,21811.788935068762,33718.857261325735,5864.13376073491,15478.132389404604,1903.0204495369578,1903.0204495369578,0,0,0
2015-16,113,open,22373.699500002418,35564.29040963259,5980.531296621533,15517.496774430234,1903.0204495369578,1903.0204495369578,0,0,0
2015-16,114,open,22940.575119780566,37439.77814386194,6100.395201099895,15556.959360563676,1903.0204495369578,1903.0204495369578,0,0,0
2015-16,115,open,23511.608639939248,39338.995178042576,6223.899192073772,15596.520383050642,1903.0204495369578,1903.0204495369578,0,0,0
2015-16,116,open,24085.93525595076,41255.38256050875,6351.210322806984,15636.180077650799,1903.0204495369578,1903.0204495369578,0,0,0
2015-16,117,open,24662.653054488535,43182.09298001682,6482.499570259997,15675.93868063892,1903.0204495369578,1903.0204495369578,0,0,0
2015-16,118,open,25240.828311235986,45112.05795411808,6617.941783095473,15715.79642880506,1903.0204495369578,1903.0204495369578,0,0,0
2015-16,119,open,25819.48619481778,47038.21231303284,6757.703416028741,15755.753559456061,1903.0204495369578,1903.0204495369578,0,0,0
2015-16,120,open,26397.62674845555,48953.423739070844,6901.953783695186,15795.81031041635,1903.020449536958,1903.020449536958,0,0,0
2015-16,121,open,26974.231510264435,50850.55966998292,7050.865102434796,15835.966920028386,905.4125444499707,905.4125444499707,0,0,0
2015-16,122,open,27548.261951653534,52722.78331553139,7204.595769896228,15876.223627153891,905.4125444499707,905.4125444499707,0,0,0
2015-16,123,open,28118.666405033015,54563.64097355772,7363.288825548033,15916.580671174686,905.4125444499707,905.4125444499707,0,0,0
2015-16,124,open,28684.38933454294,56366.95660663199,7527.083062443783,15957.038291993433,8091.47676816054,905.4125444499707,0,0,7186.064223710569
2015-16,125,open,29244.383006232507,58127.06798049834,7696.10049736446,15997.596730034542,8091.47676816054,905.4125444499707,0,0,7186.064223710569
2015-16,126,open,29797.615075911566,59838.88500476174,7870.444769795209,16038.256226245023,8091.47676816054,905.4125444499707,0,0,7186.064223710569
2015-16,127,open,30343.063600097426,61497.67956463195,8050.215273364005,16079.01702209563,8091.47676816054,905.4125444499707,0,0,7186.064223710569
2015-16,128,open,30879.72396718572,63099.10113347928,8235.507093473349,16119.879359581277,8091.47676816054,905.4125444499707,0,0,7186.064223710569
2015-16,129,open,31406.6302266557,64639.38261042218,8426.399603245549,16160.843481222046,8091.47676816054,905.4125444499707,0,0,7186.064223710569
2015-16,130,open,31922.84026147134,66115.16113668962,8622.96555698292,16201.909630064334,8091.47676816054,905.4125444499707,0,0,7186.064223710569
2015-16,131,open,32427.441648284384,67523.47377208002,8825.27105052681,16243.078049681368,8091.47676816054,905.4125444499707,0,0,7186.064223710569
2015-16,132,open,32919.58233188728,68861.94476169415,9033.365707962908,16284.348984174434,8091.47676816054,905.4125444499707,0,0,7186.064223710569
2015-16,133,open,33398.44401477831,70128.59106428725,9247.290121053165,16325.722678173139,8091.47676816054,905.4125444499707,0,0,7186.064223710569
2015-16,134,open,33863.246488672725,71321.80426226165,9467.075830573594,16367.19937683706,8091.47676816054,905.4125444499707,0,0,7186.064223710569
2015-16,135,open,34313.28689640313,72440.51920197885,9692.73755816658,16408.77932585592,7186.064223710569,0,0,0,7186.064223710569
2015-16,136,open,34747.90176937805,73484.01785450171,9924.278685241055,16450.462771451006,7186.064223710569,0,0,0,7186.064223710569
2015-16,137,open,35166.46965821373,74451.90394214907,10161.691255001844,16492.24996037564,7186.064223710569,0,0,0,7186.064223710569
2015-16,138,open,35568.474426669614,75344.306766622,10404.949314628037,16534.14113991611,14372.128447421139,0,0,0,14372.128447421139
2015-16,139,open,35953.507169926954,76161.86026923252,10654.008357352453,16576.13655789277,14372.128447421139,0,0,0,14372.128447421139
2015-16,140,open,36321.21760466164,76905.51621970866,10908.80867323641,16618.236462660738,14372.128447421139,0,0,0,14372.128447421139
2015-16,141,open,36671.36865680907,77576.66497732881,11169.273073545703,16660.441103110697,14372.128447421139,0,0,0,14372.128447421139
2015-16,142,open,37003.836559404524,78177.11054052581,11435.306652823938,16702.750728669922,14372.128447421139,0,0,0,14372.128447421139
2015-16,143,open,37318.53486410859,78708.8635638726,11706.798060567402,16745.165589302913,14372.128447421139,0,0,0,14372.128447421139
2015-16,144,open,37615.41358565751,79174.11330826613,11983.6195133499,16787.68593551252,14372.128447421139,0,0,0,14372.128447421139
2015-16,145,open,37894.516901615265,79575.32339176783,12265.626880552745,16830.312018340785,14372.128447421139,0,0,0,14372.128447421139
2015-16,146,open,38155.921276373876,79915.10436542012,12552.658485200818,16873.044089369523,14372.128447421139,0,0,0,14372.128447421139
2015-16,147,open,38399.73391814901,80196.18868100856,12844.535135998127,16915.882400721577,14372.128447421139,0,0,0,14372.128447421139
2015-16,148,open,38626.15198656231,80421.49894530703,13141.062127909627,16958.82720506138,14372.128447421139,0,0,0,14372.128447421139
2015-16,149,open,38835.399710206446,80594.05512018048,13442.026665605015,17001.878755595968,14372.128447421139,0,0,0,14372.128447421139
2015-16,150,open,39027.72636096356,80716.95223598929,13747.197905172763,17045.03730607572,14372.128447421139,0,0,0,14372.128447421139
2015-16,151,open,39203.46451257823,80793.39768120191,14056.33032674914,17088.303110795434,14372.128447421139,0,0,0,14372.128447421139
2015-16,152,open,39362.96901774913,80826.65535853089,14369.16031206331,17131.676424595087,14372.128447421139,0,0,0,14372.128447421139
2015-16,153,open,39506.61460588909,80820.02567559516,14685.406179634727,17175.157502860482,14372.128447421139,0,0,0,14372.128447421139
2015-16,154,open,39634.868500200915,80776.84913946394,15004.773559757548,17218.746601524508,14372.128447421139,0,0,0,14372.128447421139
2015-16,155,open,39748.28763335246,80700.4876767261,15326.955890958972,17262.443977067713,14372.128447421139,0,0,0,14372.128447421139
2015-16,156,open,39847.46210970741,80594.30757208377,15651.630813888238,17306.24988651922,14372.128447421139,0,0,0,14372.128447421139
2015-16,157,open,39933.06130703304,80461.63687669688,15978.464013630846,17350.16458745773,14372.128447421139,0,0,0,14372.128447421139
2015-16,158,open,40005.830812217624,80305.74881566688,16307.109611157553,17394.18833801217,14372.128447421139,0,0,0,14372.128447421139
2015-16,159,open,40066.529704481094,80129.90351446538,16637.206106857382,17438.321396862782,14372.128447421139,0,0,0,14372.128447421139
2015-16,160,open,40115.92736228327,79937.33267129834,16968.37635037281,17482.56402324171,14372.128447421139,0,0,0,14372.128447421139
2015-16,161,open,40154.840135080114,79731.16411123241,17300.230232924787,17526.916476934155,14372.128447421139,0,0,0,14372.128447421139
2015-16,162,open,40184.09491121526,79514.49205126516,17632.3631222768,17571.37901827896,14372.128447421139,0,0,0,14372.128447421139
2015-16,163,open,40204.525514124514,79290.3640218199,17964.3558387351,17615.95190816984,14372.128447421139,0,0,0,14372.128447421139
2015-16,164,open,40216.998060127764,79061.67402018007,18295.77572806502,17660.635408055663,14372.128447421139,0,0,0,14372.128447421139
2015-16,165,open,40222.38607092973,78831.26742575133,18626.176880181738,17705.429779942,14372.128447421139,0,0,0,14372.128447421139
2015-16,166,open,40221.5664733438,78601.93045381186,18955.100174486026,17750.335286391455,14372.128447421139,0,0,0,14372.128447421139
2015-16,167,open,40215.432223517855,78376.25513457939,19282.072452051863,17795.35219052461,14372.128447421139,0,0,0,14372.128447421139
2015-16,168,open,40204.8801164826,78156.77537999486,19606.608763913668,17840.48075602115,14372.128447421139,0,0,0,14372.128447421139
2015-16,169,open,40190.80647930667,77945.959137648,19928.212571627104,17885.721247120557,14372.128447421139,0,0,0,14372.128447421139
2015-16,170,open,40174.104391696084,77745.99330658649,20246.371713210923,17931.07392862283,14372.128447421139,0,0,0,14372.128447421139
2015-16,171,open,40155.65925096748,77558.77893671115,20560.55845561073,17976.53906588959,14372.128447421139,0,0,0,14372.128447421139
2015-16,172,open,40136.34991760921,77386.09464866294,20870.23379158453,18022.116924844646,14372.128447421139,0,0,0,14372.128447421139
2015-16,173,open,40117.02961128021,77229.41183885041,21174.842858717642,18067.807771975156,14372.128447421139,0,0,0,14372.128447421139
2015-16,174,open,40098.521458684285,77089.8919229863,21473.81527010176,18113.61187433239,14372.128447421139,0,0,0,14372.128447421139
2015-16,175,open,40081.64244843692,76968.63494959308,21766.573022532186,18159.52949953237,14372.128447421139,0,0,0,14372.128447421139
2015-16,176,open,40067.19911233059,76866.67685228167,22052.531502634694,18205.560915756978,14372.128447421139,0,0,0,14372.128447421139
2015-16,177,open,40055.95553020605,76784.79250057258,22331.094713799022,18251.706391754844,14372.128447421139,0,0,0,14372.128447421139
2015-16,178,open,40048.66516504738,76723.69589978078,22601.66214449752,18297.96619684177,14372.128447421139,0,0,0,14372.128447421139
2015-16,179,open,40046.066899873054,76684.03925205907,22863.630244355532,18344.34060090224,14372.128447421139,0,0,0,14372.128447421139
2015-16,180,open,40048.8414082791,76666.20945621056,23116.388406235816,18390.829874389634,14372.128447421139,0,0,0,14372.128447421139
2015-16,181,open,40057.65453138432,76670.53353103831,23359.325343604487,18437.43428832751,14372.128447421139,0,0,0,14372.128447421139
2015-16,182,open,40073.15386326315,76697.27932621975,23591.831082630346,18484.15411431025,14372.128447421139,0,0,0,14372.128447421139
2015-16,183,open,40095.915280473564,76746.45187557803,23813.294996955028,18530.989624503978,14372.128447421139,0,0,0,14372.128447421139
2015-16,184,open,40126.49609416048,76817.9972177813,24023.110404968775,18577.94109164746,14372.128447421139,0,0,0,14372.128447421139
2015-16,185,open,40165.43234093179,76911.8047077205,24220.6770914413,18625.00878905279,14372.128447421139,0,0,0,14372.128447421139
2015-16,186,open,40213.15678899916,77027.4458165675,24405.403264918663,18672.192990606294,14372.128447421139,0,0,0,14372.128447421139
2015-16,187,open,40269.97536291035,77164.11408408044,24576.70945373223,18719.493970769683,14372.128447421139,0,0,0,14372.128447421139
2015-16,188,open,40336.08568409918,77320.69320876099,24734.03158533056,18766.91200458024,14372.128447421139,0,0,0,14372.128447421139
2015-16,189,open,40411.64007524426,77495.94807209403,24876.821179998013,18814.447367652367,14372.128447421139,0,0,0,14372.128447421139
2015-16,190,open,40496.70014253733,77688.40927058276,25004.552450263225,18862.10033617795,14372.128447421139,0,0,0,14372.128447421139
2015-16,191,open,40591.30345555344,77896.54663945141,25116.71724922882,18909.871186927423,14372.128447421139,0,0,0,14372.128447421139
2015-16,192,open,40695.46301889932,78118.77529501278,25212.828580953665,18957.76019725059,14372.128447421139,0,0,0,14372.128447421139
2015-16,193,open,40809.09933604933,78353.30084280774,25292.43492524149,19005.767645077383,14372.128447421139,0,0,0,14372.128447421139
2015-16,194,open,40932.085913894436,78598.2253624275,25355.114763809215,19053.893808918783,14372.128447421139,0,0,0,14372.128447421139
2015-16,195,open,41064.18296895154,78851.42114044515,25400.49768684123,19102.138967867544,14372.128447421139,0,0,0,14372.128447421139
2015-16,196,open,41205.03859545965,79110.53870136372,25428.268215432665,19150.503401599213,14372.128447421139,0,0,0,14372.128447421139
2015-16,197,open,41354.277259063594,79373.17383210546,25438.141633217303,19198.987390372946,14372.128447421139,0,0,0,14372.128447421139
2015-16,198,open,41511.50142847006,79636.87849440073,25429.86748928333,19247.591215031927,14372.128447421139,0,0,0,14372.128447421139
2015-16,199,open,41676.23051779749,79899.07071188196,25403.25744259136,19296.315157005032,14372.128447421139,0,0,0,14372.128447421139
2015-16,200,open,41847.96258816284,80157.1240892353,25358.1595461104,19345.15949830674,14372.128447421139,0,0,0,14372.128447421139
2015-16,201,open,42026.17699956299,80408.38118064076,25294.461435810805,19394.124521538797,14372.128447421139,0,0,0,14372.128447421139
2015-16,202,open,42210.26369759554,80650.09013439683,25212.136263698,19443.210509890218,14372.128447421139,0,0,0,14372.128447421139
2015-16,203,open,42399.5109162343,80879.41098260983,25111.257399454073,19492.417747139025,14372.128447421139,0,0,0,14372.128447421139
2015-16,204,open,42593.127309383024,81093.44798800946,24991.98895130808,19541.746517652253,14372.128447421139,0,0,0,14372.128447421139
2015-16,205,open,42790.29422332031,81289.2899499782,24854.549863384524,19591.197106387437,14372.128447421139,0,0,0,14372.128447421139
2015-16,206,open,42990.14133965525,81464.02443572631,24699.241467741376,19640.76979889279,14372.128447421139,0,0,0,14372.128447421139
2015-16,207,open,43191.78877903795,81614.73708670748,24526.40600298865,19690.464881308682,14372.128447421139,0,0,0,14372.128447421139
